,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
3,mobileOG_000026107|parE|P20083|replication/recombination/repair|partitioning|Multiple|Manual,Esch_coli_GTEN_293_scaffold00001_720831-732312_scaffold00001_688_12 # 9201 # 11093 # 1 # ID=10_12;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.539,100.0,1255.0,630,0.0,631,1,630,1,630,mobileOG_000026107,parE,P20083,replication/recombination/repair,partitioning,Multiple,Manual,Esch_coli_GTEN_293_scaffold00001_720831-732312_scaffold00001_688_12, 9201 # 11093 # 1 , 9201,11093,1 ,10_12,10,12,00,ATG,None,None,0.539,Esch_coli_GTEN_293_scaffold00001_720831-732312_scaffold00001_688,mobileOG_000026107_Esch_coli_GTEN_293_scaffold00001_720831-732312_scaffold00001_688
4,mobileOG_000304542|traG|WP_001297077.1|transfer|conjugation|Plasmid RefSeq|Homology,Esch_coli_GTEN_293_scaffold00001_1470019-1480987_scaffold00001_1396_8 # 7420 # 8022 # 1 # ID=19_8;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.433,99.0,402.0,200,2.7099999999999995e-144,201,1,200,1,200,mobileOG_000304542,traG,WP_001297077.1,transfer,conjugation,Plasmid RefSeq,Homology,Esch_coli_GTEN_293_scaffold00001_1470019-1480987_scaffold00001_1396_8, 7420 # 8022 # 1 , 7420,8022,1 ,19_8,19,8,00,GTG,GGAG/GAGG,5-10bp,0.433,Esch_coli_GTEN_293_scaffold00001_1470019-1480987_scaffold00001_1396,mobileOG_000304542_Esch_coli_GTEN_293_scaffold00001_1470019-1480987_scaffold00001_1396
5,mobileOG_000333812|alkB|WP_000884953.1|replication/recombination/repair|NA|Plasmid RefSeq|Homology,Esch_coli_GTEN_293_scaffold00001_1529470-1541113_scaffold00001_1439_5 # 4275 # 4925 # 1 # ID=20_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.527,99.5,455.0,216,5.889999999999998e-165,217,1,216,1,216,mobileOG_000333812,alkB,WP_000884953.1,replication/recombination/repair,NA,Plasmid RefSeq,Homology,Esch_coli_GTEN_293_scaffold00001_1529470-1541113_scaffold00001_1439_5, 4275 # 4925 # 1 , 4275,4925,1 ,20_5,20,5,00,ATG,AGGAG,5-10bp,0.527,Esch_coli_GTEN_293_scaffold00001_1529470-1541113_scaffold00001_1439,mobileOG_000333812_Esch_coli_GTEN_293_scaffold00001_1529470-1541113_scaffold00001_1439
6,mobileOG_000035803|insF1|WP_000878219.1|integration/excision|NA|Multiple|Homology,Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619_1 # 424 # 1290 # -1 # ID=26_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.549,99.7,603.0,288,4.3799999999999974e-221,289,1,288,1,288,mobileOG_000035803,insF1,WP_000878219.1,integration/excision,NA,Multiple,Homology,Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619_1, 424 # 1290 # -1 , 424,1290,-1 ,26_1,26,1,00,ATG,None,None,0.549,Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619,mobileOG_000035803_Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619
7,mobileOG_000001093|insE3|P0CF67|integration/excision|NA|Multiple|Manual,Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619_2 # 1287 # 1586 # -1 # ID=26_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.503,99.0,175.0,99,6.639999999999999e-58,100,1,99,1,99,mobileOG_000001093,insE3,P0CF67,integration/excision,NA,Multiple,Manual,Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619_2, 1287 # 1586 # -1 , 1287,1586,-1 ,26_2,26,2,00,ATG,GGAG/GAGG,5-10bp,0.503,Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619,mobileOG_000001093_Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619
8,mobileOG_000329197|tnpA|WP_000526135.1|integration/excision|NA|Multiple|Homology,Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619_5 # 4242 # 4700 # 1 # ID=26_5;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.460,99.3,322.0,152,3.679999999999999e-114,153,1,152,1,152,mobileOG_000329197,tnpA,WP_000526135.1,integration/excision,NA,Multiple,Homology,Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619_5, 4242 # 4700 # 1 , 4242,4700,1 ,26_5,26,5,00,ATG,AGxAGG/AGGxGG,5-10bp,0.460,Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619,mobileOG_000329197_Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619
9,mobileOG_000002197|insN|WP_000747081.1|integration/excision|NA|COMPASS|Manual,Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619_7 # 6333 # 6701 # 1 # ID=26_7;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.425,99.2,238.0,122,4.899999999999999e-82,123,1,122,1,122,mobileOG_000002197,insN,WP_000747081.1,integration/excision,NA,COMPASS,Manual,Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619_7, 6333 # 6701 # 1 , 6333,6701,1 ,26_7,26,7,00,ATG,GGA/GAG/AGG,5-10bp,0.425,Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619,mobileOG_000002197_Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619
10,mobileOG_000004300|insI4|WP_001254927.1|integration/excision|NA|COMPASS|Manual,Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619_8 # 6658 # 7422 # 1 # ID=26_8;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.469,100.0,498.0,273,2.6399999999999992e-180,255,1,254,1,254,mobileOG_000004300,insI4,WP_001254927.1,integration/excision,NA,COMPASS,Manual,Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619_8, 6658 # 7422 # 1 , 6658,7422,1 ,26_8,26,8,00,ATG,GGAGG,5-10bp,0.469,Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619,mobileOG_000004300_Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619
11,mobileOG_000003929|insI1|GAH10240.1|integration/excision|NA|COMPASS|Manual,Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619_9 # 7543 # 7809 # 1 # ID=26_9;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.434,100.0,188.0,88,2.76e-63,89,1,88,1,88,mobileOG_000003929,insI1,GAH10240.1,integration/excision,NA,COMPASS,Manual,Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619_9, 7543 # 7809 # 1 , 7543,7809,1 ,26_9,26,9,00,ATG,GGA/GAG/AGG,5-10bp,0.434,Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619,mobileOG_000003929_Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619
12,mobileOG_000276530|insO1|WP_094461488.1|integration/excision|NA|ISFinder|Homology,Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619_10 # 8071 # 8703 # 1 # ID=26_10;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.540,99.5,452.0,300,2.2699999999999994e-162,211,91,300,1,210,mobileOG_000276530,insO1,WP_094461488.1,integration/excision,NA,ISFinder,Homology,Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619_10, 8071 # 8703 # 1 , 8071,8703,1 ,26_10,26,10,00,ATG,GGAG/GAGG,5-10bp,0.540,Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619,mobileOG_000276530_Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619
13,mobileOG_000003539|insH6|WP_000019402.1|integration/excision|NA|Multiple|Manual,Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619_11 # 8772 # 9752 # 1 # ID=26_11;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.547,99.7,649.0,326,6.0999999999999974e-238,327,1,326,1,326,mobileOG_000003539,insH6,WP_000019402.1,integration/excision,NA,Multiple,Manual,Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619_11, 8772 # 9752 # 1 , 8772,9752,1 ,26_11,26,11,00,ATG,GGA/GAG/AGG,5-10bp,0.547,Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619,mobileOG_000003539_Esch_coli_GTEN_293_scaffold00001_1734881-1746047_scaffold00001_1619
14,mobileOG_000220257|ygaD|A0A037Y2N1|transfer|competence|GPD|Homology,Esch_coli_GTEN_293_scaffold00001_2273882-2284265_scaffold00001_2166_1 # 3 # 185 # -1 # ID=27_1;partial=10;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.437,100.0,119.0,172,2.8399999999999993e-35,61,1,61,1,61,mobileOG_000220257,ygaD,A0A037Y2N1,transfer,competence,GPD,Homology,Esch_coli_GTEN_293_scaffold00001_2273882-2284265_scaffold00001_2166_1, 3 # 185 # -1 , 3,185,-1 ,27_1,27,1,10,GTG,GGA/GAG/AGG,5-10bp,0.437,Esch_coli_GTEN_293_scaffold00001_2273882-2284265_scaffold00001_2166,mobileOG_000220257_Esch_coli_GTEN_293_scaffold00001_2273882-2284265_scaffold00001_2166
15,mobileOG_000056463|tnpM|WP_001493763.1|integration/excision|NA|Multiple|Homology,Esch_coli_GTEN_293_scaffold00001_2425074-2435730_scaffold00001_2302_3 # 1539 # 2084 # 1 # ID=28_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.511,100.0,377.0,181,5.179999999999998e-135,182,1,181,1,181,mobileOG_000056463,tnpM,WP_001493763.1,integration/excision,NA,Multiple,Homology,Esch_coli_GTEN_293_scaffold00001_2425074-2435730_scaffold00001_2302_3, 1539 # 2084 # 1 , 1539,2084,1 ,28_3,28,3,00,ATG,GGAG/GAGG,5-10bp,0.511,Esch_coli_GTEN_293_scaffold00001_2425074-2435730_scaffold00001_2302,mobileOG_000056463_Esch_coli_GTEN_293_scaffold00001_2425074-2435730_scaffold00001_2302
16,mobileOG_000056464|tnpR|WP_001493762.1|integration/excision|NA|Multiple|Homology,Esch_coli_GTEN_293_scaffold00001_2425074-2435730_scaffold00001_2302_4 # 2221 # 2793 # 1 # ID=28_4;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.543,100.0,374.0,190,1.7099999999999998e-133,191,1,190,1,190,mobileOG_000056464,tnpR,WP_001493762.1,integration/excision,NA,Multiple,Homology,Esch_coli_GTEN_293_scaffold00001_2425074-2435730_scaffold00001_2302_4, 2221 # 2793 # 1 , 2221,2793,1 ,28_4,28,4,00,GTG,GGAGG,5-10bp,0.543,Esch_coli_GTEN_293_scaffold00001_2425074-2435730_scaffold00001_2302,mobileOG_000056464_Esch_coli_GTEN_293_scaffold00001_2425074-2435730_scaffold00001_2302
17,mobileOG_000056465|gin|WP_001493760.1|integration/excision|NA|COMPASS|Homology,Esch_coli_GTEN_293_scaffold00001_2425074-2435730_scaffold00001_2302_6 # 4245 # 4682 # 1 # ID=28_6;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.555,100.0,279.0,145,1.8499999999999994e-97,146,1,145,1,145,mobileOG_000056465,gin,WP_001493760.1,integration/excision,NA,COMPASS,Homology,Esch_coli_GTEN_293_scaffold00001_2425074-2435730_scaffold00001_2302_6, 4245 # 4682 # 1 , 4245,4682,1 ,28_6,28,6,00,ATG,None,None,0.555,Esch_coli_GTEN_293_scaffold00001_2425074-2435730_scaffold00001_2302,mobileOG_000056465_Esch_coli_GTEN_293_scaffold00001_2425074-2435730_scaffold00001_2302
18,mobileOG_000056778|insC1|WP_001459498.1|integration/excision|NA|COMPASS|Homology,Esch_coli_GTEN_293_scaffold00001_2425074-2435730_scaffold00001_2302_8 # 6025 # 6216 # 1 # ID=28_8;partial=00;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.474,100.0,127.0,63,4.32e-40,64,1,63,1,63,mobileOG_000056778,insC1,WP_001459498.1,integration/excision,NA,COMPASS,Homology,Esch_coli_GTEN_293_scaffold00001_2425074-2435730_scaffold00001_2302_8, 6025 # 6216 # 1 , 6025,6216,1 ,28_8,28,8,00,ATG,4Base/6BMM,13-15bp,0.474,Esch_coli_GTEN_293_scaffold00001_2425074-2435730_scaffold00001_2302,mobileOG_000056778_Esch_coli_GTEN_293_scaffold00001_2425074-2435730_scaffold00001_2302
19,mobileOG_000074301|tnpA|WP_021512645.1|integration/excision|NA|COMPASS|Homology,Esch_coli_GTEN_293_scaffold00001_2425074-2435730_scaffold00001_2302_10 # 7110 # 9659 # -1 # ID=28_10;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.516,100.0,1669.0,980,0.0,850,132,980,1,849,mobileOG_000074301,tnpA,WP_021512645.1,integration/excision,NA,COMPASS,Homology,Esch_coli_GTEN_293_scaffold00001_2425074-2435730_scaffold00001_2302_10, 7110 # 9659 # -1 , 7110,9659,-1 ,28_10,28,10,00,ATG,GGA/GAG/AGG,5-10bp,0.516,Esch_coli_GTEN_293_scaffold00001_2425074-2435730_scaffold00001_2302,mobileOG_000074301_Esch_coli_GTEN_293_scaffold00001_2425074-2435730_scaffold00001_2302
20,mobileOG_000056778|insC1|WP_001459498.1|integration/excision|NA|COMPASS|Homology,Esch_coli_GTEN_293_scaffold00001_2430371-2441246_scaffold00001_2308_2 # 728 # 919 # 1 # ID=29_2;partial=00;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.474,100.0,127.0,63,4.32e-40,64,1,63,1,63,mobileOG_000056778,insC1,WP_001459498.1,integration/excision,NA,COMPASS,Homology,Esch_coli_GTEN_293_scaffold00001_2430371-2441246_scaffold00001_2308_2, 728 # 919 # 1 , 728,919,1 ,29_2,29,2,00,ATG,4Base/6BMM,13-15bp,0.474,Esch_coli_GTEN_293_scaffold00001_2430371-2441246_scaffold00001_2308,mobileOG_000056778_Esch_coli_GTEN_293_scaffold00001_2430371-2441246_scaffold00001_2308
21,mobileOG_000074301|tnpA|WP_021512645.1|integration/excision|NA|COMPASS|Homology,Esch_coli_GTEN_293_scaffold00001_2430371-2441246_scaffold00001_2308_4 # 1813 # 4362 # -1 # ID=29_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.516,100.0,1669.0,980,0.0,850,132,980,1,849,mobileOG_000074301,tnpA,WP_021512645.1,integration/excision,NA,COMPASS,Homology,Esch_coli_GTEN_293_scaffold00001_2430371-2441246_scaffold00001_2308_4, 1813 # 4362 # -1 , 1813,4362,-1 ,29_4,29,4,00,ATG,GGA/GAG/AGG,5-10bp,0.516,Esch_coli_GTEN_293_scaffold00001_2430371-2441246_scaffold00001_2308,mobileOG_000074301_Esch_coli_GTEN_293_scaffold00001_2430371-2441246_scaffold00001_2308
22,mobileOG_000035646|tnpA|WP_000608644.1|integration/excision|NA|Multiple|Homology,Esch_coli_GTEN_293_scaffold00001_2430371-2441246_scaffold00001_2308_8 # 6132 # 7394 # -1 # ID=29_8;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.340,100.0,823.0,420,1.689999999999999e-303,421,1,420,1,420,mobileOG_000035646,tnpA,WP_000608644.1,integration/excision,NA,Multiple,Homology,Esch_coli_GTEN_293_scaffold00001_2430371-2441246_scaffold00001_2308_8, 6132 # 7394 # -1 , 6132,7394,-1 ,29_8,29,8,00,ATG,GGA/GAG/AGG,5-10bp,0.340,Esch_coli_GTEN_293_scaffold00001_2430371-2441246_scaffold00001_2308,mobileOG_000035646_Esch_coli_GTEN_293_scaffold00001_2430371-2441246_scaffold00001_2308
23,mobileOG_000017974|insZ|A0A037Y8D2|integration/excision|NA|Multiple|Manual,Esch_coli_GTEN_293_scaffold00001_2614704-2625117_scaffold00001_2497_2 # 2601 # 2786 # 1 # ID=30_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.538,100.0,131.0,61,1.59e-41,62,1,61,1,61,mobileOG_000017974,insZ,A0A037Y8D2,integration/excision,NA,Multiple,Manual,Esch_coli_GTEN_293_scaffold00001_2614704-2625117_scaffold00001_2497_2, 2601 # 2786 # 1 , 2601,2786,1 ,30_2,30,2,00,ATG,GGAG/GAGG,5-10bp,0.538,Esch_coli_GTEN_293_scaffold00001_2614704-2625117_scaffold00001_2497,mobileOG_000017974_Esch_coli_GTEN_293_scaffold00001_2614704-2625117_scaffold00001_2497
24,mobileOG_000017973|insZ|A0A024L4B6|integration/excision|NA|GPD|Manual,Esch_coli_GTEN_293_scaffold00001_2614704-2625117_scaffold00001_2497_3 # 2907 # 3497 # 1 # ID=30_3;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.533,100.0,398.0,196,6.679999999999998e-143,197,1,196,1,196,mobileOG_000017973,insZ,A0A024L4B6,integration/excision,NA,GPD,Manual,Esch_coli_GTEN_293_scaffold00001_2614704-2625117_scaffold00001_2497_3, 2907 # 3497 # 1 , 2907,3497,1 ,30_3,30,3,00,ATG,3Base/5BMM,13-15bp,0.533,Esch_coli_GTEN_293_scaffold00001_2614704-2625117_scaffold00001_2497,mobileOG_000017973_Esch_coli_GTEN_293_scaffold00001_2614704-2625117_scaffold00001_2497
25,mobileOG_000002433|dinI|WP_001217754.1|replication/recombination/repair|NA|Multiple|Manual,Esch_coli_GTEN_293_scaffold00001_2768055-2779263_scaffold00001_2648_12 # 8840 # 9085 # 1 # ID=31_12;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.476,98.8,160.0,81,2.3099999999999997e-52,82,1,81,1,81,mobileOG_000002433,dinI,WP_001217754.1,replication/recombination/repair,NA,Multiple,Manual,Esch_coli_GTEN_293_scaffold00001_2768055-2779263_scaffold00001_2648_12, 8840 # 9085 # 1 , 8840,9085,1 ,31_12,31,12,00,ATG,AGxAGG/AGGxGG,5-10bp,0.476,Esch_coli_GTEN_293_scaffold00001_2768055-2779263_scaffold00001_2648,mobileOG_000002433_Esch_coli_GTEN_293_scaffold00001_2768055-2779263_scaffold00001_2648
26,"mobileOG_000025715|ihfB|WP_002898165.1|integration/excision|regulation,lysis/lysogeny|Plasmid RefSeq|Manual",Esch_coli_GTEN_293_scaffold00001_2914855-2926603_scaffold00001_2790_9 # 9258 # 9542 # -1 # ID=33_9;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=3-4bp;gc_cont=0.491,97.8,187.0,95,8.879999999999998e-63,95,1,93,1,93,mobileOG_000025715,ihfB,WP_002898165.1,integration/excision,"regulation,lysis/lysogeny",Plasmid RefSeq,Manual,Esch_coli_GTEN_293_scaffold00001_2914855-2926603_scaffold00001_2790_9, 9258 # 9542 # -1 , 9258,9542,-1 ,33_9,33,9,00,ATG,GGAGG,3-4bp,0.491,Esch_coli_GTEN_293_scaffold00001_2914855-2926603_scaffold00001_2790,mobileOG_000025715_Esch_coli_GTEN_293_scaffold00001_2914855-2926603_scaffold00001_2790
27,mobileOG_000167680|xerC_3|A0A1Q6AV89|integration/excision|NA|GPD|Homology,Esch_coli_GTEN_293_scaffold00001_3020292-3031524_scaffold00001_2892_1 # 78 # 1109 # 1 # ID=34_1;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.465,100.0,691.0,343,7.879999999999996e-254,344,1,343,1,343,mobileOG_000167680,xerC_3,A0A1Q6AV89,integration/excision,NA,GPD,Homology,Esch_coli_GTEN_293_scaffold00001_3020292-3031524_scaffold00001_2892_1, 78 # 1109 # 1 , 78,1109,1 ,34_1,34,1,00,ATG,GGAGG,5-10bp,0.465,Esch_coli_GTEN_293_scaffold00001_3020292-3031524_scaffold00001_2892,mobileOG_000167680_Esch_coli_GTEN_293_scaffold00001_3020292-3031524_scaffold00001_2892
28,mobileOG_000026116|priC|F0JM94|replication/recombination/repair|NA|Plasmid RefSeq|Manual,Esch_coli_GTEN_293_scaffold00001_3431990-3443183_scaffold00001_3285_1 # 3 # 335 # 1 # ID=36_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.601,96.4,197.0,175,3.479999999999999e-65,111,66,175,1,110,mobileOG_000026116,priC,F0JM94,replication/recombination/repair,NA,Plasmid RefSeq,Manual,Esch_coli_GTEN_293_scaffold00001_3431990-3443183_scaffold00001_3285_1, 3 # 335 # 1 , 3,335,1 ,36_1,36,1,10,Edge,None,None,0.601,Esch_coli_GTEN_293_scaffold00001_3431990-3443183_scaffold00001_3285,mobileOG_000026116_Esch_coli_GTEN_293_scaffold00001_3431990-3443183_scaffold00001_3285
29,mobileOG_000071197|insB_2|NA|integration/excision|NA|COMPASS|Homology,Esch_coli_GTEN_293_scaffold00001_3988040-3999299_scaffold00001_3814_6 # 4033 # 4242 # -1 # ID=38_6;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.486,100.0,140.0,69,4.2299999999999995e-45,70,1,69,1,69,mobileOG_000071197,insB_2,NA,integration/excision,NA,COMPASS,Homology,Esch_coli_GTEN_293_scaffold00001_3988040-3999299_scaffold00001_3814_6, 4033 # 4242 # -1 , 4033,4242,-1 ,38_6,38,6,00,ATG,AGGA/GGAG/GAGG,11-12bp,0.486,Esch_coli_GTEN_293_scaffold00001_3988040-3999299_scaffold00001_3814,mobileOG_000071197_Esch_coli_GTEN_293_scaffold00001_3988040-3999299_scaffold00001_3814
30,mobileOG_000045297|NA|WP_134806729.1|integration/excision|NA|COMPASS|Homology,Esch_coli_GTEN_293_scaffold00001_3988040-3999299_scaffold00001_3814_7 # 4243 # 4536 # -1 # ID=38_7;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.565,100.0,201.0,97,4.889999999999999e-68,98,1,97,1,97,mobileOG_000045297,NA,WP_134806729.1,integration/excision,NA,COMPASS,Homology,Esch_coli_GTEN_293_scaffold00001_3988040-3999299_scaffold00001_3814_7, 4243 # 4536 # -1 , 4243,4536,-1 ,38_7,38,7,00,ATG,None,None,0.565,Esch_coli_GTEN_293_scaffold00001_3988040-3999299_scaffold00001_3814,mobileOG_000045297_Esch_coli_GTEN_293_scaffold00001_3988040-3999299_scaffold00001_3814
31,mobileOG_000330413|ecnB|ETJ37164.1|stability/transfer/defense|NA|Plasmid RefSeq|Homology,Esch_coli_GTEN_293_scaffold00001_4139547-4150680_scaffold00001_3965_10 # 7246 # 7392 # -1 # ID=39_10;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.483,100.0,88.2,48,8.370000000000002e-25,49,1,48,1,48,mobileOG_000330413,ecnB,ETJ37164.1,stability/transfer/defense,NA,Plasmid RefSeq,Homology,Esch_coli_GTEN_293_scaffold00001_4139547-4150680_scaffold00001_3965_10, 7246 # 7392 # -1 , 7246,7392,-1 ,39_10,39,10,00,ATG,AGGA,5-10bp,0.483,Esch_coli_GTEN_293_scaffold00001_4139547-4150680_scaffold00001_3965,mobileOG_000330413_Esch_coli_GTEN_293_scaffold00001_4139547-4150680_scaffold00001_3965
32,mobileOG_000321643|ecnB|WP_000977757.1|stability/transfer/defense|NA|Plasmid RefSeq|Homology,Esch_coli_GTEN_293_scaffold00001_4139547-4150680_scaffold00001_3965_11 # 7503 # 7628 # -1 # ID=39_11;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.540,100.0,79.3,41,1.73e-21,42,1,41,1,41,mobileOG_000321643,ecnB,WP_000977757.1,stability/transfer/defense,NA,Plasmid RefSeq,Homology,Esch_coli_GTEN_293_scaffold00001_4139547-4150680_scaffold00001_3965_11, 7503 # 7628 # -1 , 7503,7628,-1 ,39_11,39,11,00,ATG,GGA/GAG/AGG,5-10bp,0.540,Esch_coli_GTEN_293_scaffold00001_4139547-4150680_scaffold00001_3965,mobileOG_000321643_Esch_coli_GTEN_293_scaffold00001_4139547-4150680_scaffold00001_3965
,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
0,mobileOG_000038749|NA|NA|integration/excision|NA|Multiple|Homology,Esch_coli_GTEN_306_scaffold00001_26745-37128_scaffold00001_35_4 # 1479 # 1856 # 1 # ID=1_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.540,100.0,257.0,125,1.4400000000000001e-89,126,1,125,1,125,mobileOG_000038749,NA,NA,integration/excision,NA,Multiple,Homology,Esch_coli_GTEN_306_scaffold00001_26745-37128_scaffold00001_35_4, 1479 # 1856 # 1 , 1479,1856,1 ,1_4,1,4,00,ATG,None,None,0.540,Esch_coli_GTEN_306_scaffold00001_26745-37128_scaffold00001_35,mobileOG_000038749_Esch_coli_GTEN_306_scaffold00001_26745-37128_scaffold00001_35
1,mobileOG_000348339|ygaD|WP_001024559.1|transfer|competence|Plasmid RefSeq|Homology,Esch_coli_GTEN_306_scaffold00001_26745-37128_scaffold00001_35_17 # 10199 # 10384 # 1 # ID=1_17;partial=01;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.446,98.4,117.0,172,1.7e-34,62,1,62,1,62,mobileOG_000348339,ygaD,WP_001024559.1,transfer,competence,Plasmid RefSeq,Homology,Esch_coli_GTEN_306_scaffold00001_26745-37128_scaffold00001_35_17, 10199 # 10384 # 1 , 10199,10384,1 ,1_17,1,17,01,GTG,GGA/GAG/AGG,5-10bp,0.446,Esch_coli_GTEN_306_scaffold00001_26745-37128_scaffold00001_35,mobileOG_000348339_Esch_coli_GTEN_306_scaffold00001_26745-37128_scaffold00001_35
