cds,sample,ref,ARG,mobility,size,cluster
S1076_unmapped_NODE_4966_length_497_cov_1.395928_1,S1076,unmapped,gb|AAC76298.1|ARO:3000502|AcrF,not known,496,Cluster 16160
S1076_unmapped_NODE_5159_length_480_cov_0.964706_1,S1076,unmapped,gb|AAC76298.1|ARO:3000502|AcrF,not known,479,Cluster 16485
S1076_unmapped_NODE_5164_length_479_cov_2.488208_1,S1076,unmapped,gb|CAA77936.1|ARO:3004039|Ecol_emrE,not known,478,Cluster 32161
S1076_unmapped_NODE_5228_length_474_cov_1.828162_1,S1076,unmapped,gb|AAC75733.1|ARO:3000074|emrB,not known,473,Cluster 16612
S1076_unmapped_NODE_5237_length_473_cov_5.629187_1,S1076,unmapped,gb|BAE77933.1|ARO:3000518|CRP,not known,472,Cluster 13892
S1076_unmapped_NODE_5401_length_459_cov_2.373762_1,S1076,unmapped,gb|AAP43109.1|ARO:3003922|oqxA,not known,458,Cluster 16911
S1076_unmapped_NODE_5412_length_458_cov_2.141439_1,S1076,unmapped,gb|BAA16344.1|ARO:3000491|acrD,not known,457,Cluster 16912
S1076_unmapped_NODE_5518_length_450_cov_2.445570_1,S1076,unmapped,gb|AAC75429.1|ARO:3000833|evgS,not known,449,Cluster 17018
S1076_unmapped_NODE_567_length_6016_cov_40.875524_1,S1076,unmapped,gb|BAE15963.1|ARO:3002868|dfrG,non-mobile,5826,Cluster 16065
S1076_unmapped_NODE_5772_length_432_cov_1.206897_1,S1076,unmapped,gb|AAC76539.1|ARO:3000796|mdtF,not known,431,Cluster 17419
S1076_unmapped_NODE_5788_length_431_cov_1.821809_1,S1076,unmapped,gb|BAE78116.1|ARO:3003576|eptA,not known,430,Cluster 17490
S1076_unmapped_NODE_5799_length_430_cov_2.954667_1,S1076,unmapped,gb|AAC74149.2|ARO:3001216|mdtH,not known,429,Cluster 20811
S1076_unmapped_NODE_5818_length_429_cov_2.074866_1,S1076,unmapped,gb|AAC74000.1|ARO:3003950|msbA,not known,428,Cluster 17581
S1076_unmapped_NODE_5868_length_425_cov_3.589189_1,S1076,unmapped,gb|AHE40557.1|ARO:3002626|ANT(6)-Ia,not known,424,Cluster 19169
S1076_unmapped_NODE_6175_length_405_cov_1.640000_1,S1076,unmapped,gb|AFU25650.1|ARO:3001834|ACT-12,not known,404,Cluster 18271
S1076_unmapped_NODE_6249_length_401_cov_1.641618_1,S1076,unmapped,gb|AAC76539.1|ARO:3000796|mdtF,not known,400,Cluster 18352
S1076_unmapped_NODE_6419_length_390_cov_2.002985_1,S1076,unmapped,gb|AAP43110.2|ARO:3003923|oqxB,not known,389,Cluster 18683
S1076_unmapped_NODE_6518_length_385_cov_2.860606_1,S1076,unmapped,gb|ACN32294.1|ARO:3000237|TolC,not known,384,Cluster 31973
S1076_unmapped_NODE_6772_length_373_cov_1.207547_1,S1076,unmapped,gb|AAC76093.1|ARO:3002986|bacA,not known,372,Cluster 27755
S1076_unmapped_NODE_69_length_17942_cov_18.099122_4,S1076,unmapped,gb|AAK01167.1|ARO:3002819|msrC,non-mobile,7962,Cluster 4744
S1076_unmapped_NODE_6906_length_367_cov_0.919872_2,S1076,unmapped,gb|AAC75136.1|ARO:3000793|mdtB,not known,366,Cluster 30969
S1076_unmapped_NODE_6974_length_363_cov_2.788961_1,S1076,unmapped,gb|ACN32294.1|ARO:3000237|TolC,not known,362,Cluster 4676
S1076_unmapped_NODE_7255_length_353_cov_1.285235_1,S1076,unmapped,gb|AAC75137.1|ARO:3000794|mdtC,not known,352,Cluster 20018
S1076_unmapped_NODE_7282_length_351_cov_37.327703_1,S1076,unmapped,gb|AAC77293.1|ARO:3001214|mdtM,not known,350,Cluster 6654
S1076_unmapped_NODE_7515_length_343_cov_1.562500_1,S1076,unmapped,gb|BAA15934.1|ARO:3000829|baeS,not known,342,Cluster 20372
S1076_unmapped_NODE_7552_length_342_cov_1.160279_1,S1076,unmapped,gb|BAE78082.1|ARO:3003550|mdtP,not known,341,Cluster 20497
S1076_unmapped_NODE_7743_length_335_cov_1.796429_1,S1076,unmapped,gb|BAA16344.1|ARO:3000491|acrD,not known,334,Cluster 22753
S1076_unmapped_NODE_784_length_4559_cov_30.979130_1,S1076,unmapped,gb|AAC73564.1|ARO:3000216|acrB,not known,4558,Cluster 517
S1076_unmapped_NODE_784_length_4559_cov_30.979130_2,S1076,unmapped,gb|AAC73565.1|ARO:3004043|Ecol_acrA,not known,4558,Cluster 7745
S1076_unmapped_NODE_8033_length_325_cov_1.777778_1,S1076,unmapped,gb|BAA16344.1|ARO:3000491|acrD,not known,324,Cluster 32220
S1076_unmapped_NODE_8137_length_321_cov_1.804511_1,S1076,unmapped,gb|AAC75733.1|ARO:3000074|emrB,not known,320,Cluster 21400
S1076_unmapped_NODE_8172_length_320_cov_1.403774_1,S1076,unmapped,gb|CDO61516.1|ARO:3003949|efrB,not known,319,Cluster 21532
S1076_unmapped_NODE_8240_length_318_cov_1.205323_1,S1076,unmapped,gb|AAC76297.1|ARO:3000499|AcrE,not known,317,Cluster 28999
S1076_unmapped_NODE_8240_length_318_cov_1.205323_2,S1076,unmapped,gb|AAC76298.1|ARO:3000502|AcrF,not known,317,Cluster 32520
S1076_unmapped_NODE_8420_length_312_cov_1.334630_1,S1076,unmapped,gb|ANK04027.1|ARO:3003838|gadW,not known,311,Cluster 21809
S1076_unmapped_NODE_8562_length_308_cov_1.466403_1,S1076,unmapped,gb|AAC76297.1|ARO:3000499|AcrE,not known,307,Cluster 22103
S1076_unmapped_NODE_8704_length_303_cov_1.935484_1,S1076,unmapped,gb|BAA16344.1|ARO:3000491|acrD,not known,302,Cluster 22420
S1076_unmapped_NODE_8802_length_300_cov_4.244898_1,S1076,unmapped,gb|AAC76296.1|ARO:3000656|AcrS,not known,299,Cluster 13489
S1076_unmapped_NODE_8826_length_300_cov_1.138776_1,S1076,unmapped,gb|AAC76539.1|ARO:3000796|mdtF,not known,299,Cluster 22421
S1076_unmapped_NODE_9026_length_294_cov_2.008368_1,S1076,unmapped,gb|ACC85616.1|ARO:3002804|FosA2,not known,293,Cluster 25260
S1076_unmapped_NODE_9041_length_294_cov_1.205021_1,S1076,unmapped,gb|ACN32294.1|ARO:3000237|TolC,not known,293,Cluster 22949
S1076_unmapped_NODE_9245_length_289_cov_1.739316_1,S1076,unmapped,gb|BAA16344.1|ARO:3000491|acrD,not known,288,Cluster 23278
S1076_unmapped_NODE_9395_length_285_cov_2.504348_1,S1076,unmapped,gb|AAC75137.1|ARO:3000794|mdtC,not known,284,Cluster 23470
S1076_unmapped_NODE_9436_length_284_cov_2.266376_1,S1076,unmapped,gb|AAC76298.1|ARO:3000502|AcrF,not known,283,Cluster 23471
S1076_unmapped_NODE_959_length_3701_cov_46.174163_1,S1076,unmapped,gb|BAE78082.1|ARO:3003550|mdtP,not known,3700,Cluster 9881
S1076_unmapped_NODE_959_length_3701_cov_46.174163_2,S1076,unmapped,gb|BAE78083.1|ARO:3003549|mdtO,not known,3700,Cluster 3018
S1076_unmapped_NODE_959_length_3701_cov_46.174163_3,S1076,unmapped,gb|BAE78084.1|ARO:3003548|mdtN,not known,3700,Cluster 14225
S1076_unmapped_NODE_9838_length_277_cov_0.986486_1,S1076,unmapped,gb|AAC75089.1|ARO:3003577|ugd,not known,276,Cluster 24075
S1076_unmapped_NODE_9883_length_276_cov_1.009050_1,S1076,unmapped,gb|BAA16344.1|ARO:3000491|acrD,not known,275,Cluster 3093
S1076_unmapped_NODE_9932_length_275_cov_1.309091_1,S1076,unmapped,gb|EOU56998.1|ARO:3004597|Kpne_KpnH,not known,274,Cluster 31974
S1081_Esch_coli_13C1079T_NODE_1_length_208161_cov_189.108680_129,S1081,Esch_coli_13C1079T,gb|AAC73564.1|ARO:3000216|acrB,non-mobile,13149,Cluster 324
S1081_Esch_coli_13C1079T_NODE_1_length_208161_cov_189.108680_130,S1081,Esch_coli_13C1079T,gb|AAC73565.1|ARO:3004043|Ecol_acrA,non-mobile,11193,Cluster 7583
S1081_Esch_coli_13C1079T_NODE_1028_length_213_cov_1.215190_1,S1081,Esch_coli_13C1079T,gb|AAC75136.1|ARO:3000793|mdtB,not known,212,Cluster 583
S1081_Esch_coli_13C1079T_NODE_11_length_111810_cov_216.854029_10,S1081,Esch_coli_13C1079T,gb|AAC76296.1|ARO:3000656|AcrS,mobile,10662,Cluster 13494
S1081_Esch_coli_13C1079T_NODE_11_length_111810_cov_216.854029_8,S1081,Esch_coli_13C1079T,gb|AAC76298.1|ARO:3000502|AcrF,mobile,13104,Cluster 1675
S1081_Esch_coli_13C1079T_NODE_11_length_111810_cov_216.854029_9,S1081,Esch_coli_13C1079T,gb|AAC76297.1|ARO:3000499|AcrE,mobile,11157,Cluster 8674
S1081_Esch_coli_13C1079T_NODE_112_length_4385_cov_77.225866_3,S1081,Esch_coli_13C1079T,gb|AAC77293.1|ARO:3001214|mdtM,mobile,4384,Cluster 6973
S1081_Esch_coli_13C1079T_NODE_120_length_3853_cov_131.548710_4,S1081,Esch_coli_13C1079T,gb|BAB35162.1|ARO:3000676|H-NS,not known,3852,Cluster 17810
S1081_Esch_coli_13C1079T_NODE_15_length_86478_cov_190.304849_3,S1081,Esch_coli_13C1079T,gb|BAA16344.1|ARO:3000491|acrD,non-mobile,10442,Cluster 968
S1081_Esch_coli_13C1079T_NODE_2_length_174850_cov_202.692074_146,S1081,Esch_coli_13C1079T,gb|BAE77933.1|ARO:3000518|CRP,non-mobile,10632,Cluster 13949
S1081_Esch_coli_13C1079T_NODE_26_length_47965_cov_183.419516_17,S1081,Esch_coli_13C1079T,gb|AAC75314.1|ARO:3003578|PmrF,mobile,10968,Cluster 10237
S1081_Esch_coli_13C1079T_NODE_3_length_172171_cov_167.091711_11,S1081,Esch_coli_13C1079T,gb|AAC75271.1|ARO:3003952|YojI,mobile,11643,Cluster 3703
S1081_Esch_coli_13C1079T_NODE_3_length_172171_cov_167.091711_138,S1081,Esch_coli_13C1079T,gb|BAA15935.1|ARO:3000828|baeR,non-mobile,10722,Cluster 12541
S1081_Esch_coli_13C1079T_NODE_3_length_172171_cov_167.091711_139,S1081,Esch_coli_13C1079T,gb|BAA15934.1|ARO:3000829|baeS,non-mobile,11403,Cluster 5367
S1081_Esch_coli_13C1079T_NODE_3_length_172171_cov_167.091711_141,S1081,Esch_coli_13C1079T,gb|AAC75137.1|ARO:3000794|mdtC,non-mobile,13077,Cluster 1848
S1081_Esch_coli_13C1079T_NODE_3_length_172171_cov_167.091711_142,S1081,Esch_coli_13C1079T,gb|AAC75136.1|ARO:3000793|mdtB,non-mobile,13122,Cluster 902
S1081_Esch_coli_13C1079T_NODE_3_length_172171_cov_167.091711_143,S1081,Esch_coli_13C1079T,gb|AAC75135.2|ARO:3000792|mdtA,non-mobile,10330,Cluster 5904
S1081_Esch_coli_13C1079T_NODE_30_length_46296_cov_193.843602_23,S1081,Esch_coli_13C1079T,gb|AAC74000.1|ARO:3003950|msbA,mobile,11748,Cluster 3333
S1081_Esch_coli_13C1079T_NODE_311_length_483_cov_5.079439_1,S1081,Esch_coli_13C1079T,gb|AAC75089.1|ARO:3003577|ugd,not known,482,Cluster 16435
S1081_Esch_coli_13C1079T_NODE_323_length_471_cov_13.312500_1,S1081,Esch_coli_13C1079T,gb|BAE77933.1|ARO:3000518|CRP,not known,470,Cluster 13950
S1081_Esch_coli_13C1079T_NODE_33_length_43502_cov_168.628076_24,S1081,Esch_coli_13C1079T,gb|AAC75429.1|ARO:3000833|evgS,non-mobile,13593,Cluster 5
S1081_Esch_coli_13C1079T_NODE_33_length_43502_cov_168.628076_25,S1081,Esch_coli_13C1079T,gb|BAB36671.1|ARO:3000832|evgA,non-mobile,10614,Cluster 14264
S1081_Esch_coli_13C1079T_NODE_33_length_43502_cov_168.628076_26,S1081,Esch_coli_13C1079T,gb|BAA11236.1|ARO:3000206|emrK,non-mobile,11163,Cluster 8486
S1081_Esch_coli_13C1079T_NODE_33_length_43502_cov_168.628076_27,S1081,Esch_coli_13C1079T,gb|BAA11237.1|ARO:3000254|emrY,non-mobile,11538,Cluster 4249
S1081_Esch_coli_13C1079T_NODE_397_length_382_cov_7.085627_1,S1081,Esch_coli_13C1079T,gb|CAC41008.1|ARO:3004041|Kpne_acrA,not known,381,Cluster 7588
S1081_Esch_coli_13C1079T_NODE_41_length_34240_cov_217.233202_25,S1081,Esch_coli_13C1079T,gb|BAB38260.1|ARO:3000830|cpxA,non-mobile,11373,Cluster 5641
S1081_Esch_coli_13C1079T_NODE_42_length_32307_cov_171.203491_6,S1081,Esch_coli_13C1079T,gb|AFH35853.1|ARO:3001328|Ecol_mdfA,non-mobile,11208,Cluster 6523
S1081_Esch_coli_13C1079T_NODE_43_length_32229_cov_169.571331_5,S1081,Esch_coli_13C1079T,gb|AAC75733.1|ARO:3000074|emrB,non-mobile,10210,Cluster 4261
S1081_Esch_coli_13C1079T_NODE_43_length_32229_cov_169.571331_6,S1081,Esch_coli_13C1079T,gb|BAA16547.1|ARO:3000027|emrA,non-mobile,11172,Cluster 7898
S1081_Esch_coli_13C1079T_NODE_43_length_32229_cov_169.571331_7,S1081,Esch_coli_13C1079T,gb|AAC75731.1|ARO:3000516|emrR,non-mobile,10530,Cluster 15398
S1081_Esch_coli_13C1079T_NODE_44_length_32187_cov_202.786350_33,S1081,Esch_coli_13C1079T,gb|BAE78116.1|ARO:3003576|eptA,non-mobile,6788,Cluster 3843
S1081_Esch_coli_13C1079T_NODE_44_length_32187_cov_202.786350_4,S1081,Esch_coli_13C1079T,gb|BAE78082.1|ARO:3003550|mdtP,non-mobile,9599,Cluster 5008
S1081_Esch_coli_13C1079T_NODE_44_length_32187_cov_202.786350_5,S1081,Esch_coli_13C1079T,gb|BAE78083.1|ARO:3003549|mdtO,non-mobile,11647,Cluster 2865
S1081_Esch_coli_13C1079T_NODE_44_length_32187_cov_202.786350_6,S1081,Esch_coli_13C1079T,gb|BAE78084.1|ARO:3003548|mdtN,non-mobile,11031,Cluster 9710
S1081_Esch_coli_13C1079T_NODE_46_length_30914_cov_188.791989_21,S1081,Esch_coli_13C1079T,gb|AAC73788.1|ARO:3003841|kdpE,non-mobile,10677,Cluster 13203
S1081_Esch_coli_13C1079T_NODE_488_length_297_cov_6.471074_1,S1081,Esch_coli_13C1079T,gb|CDO13836.1|ARO:3005044|OmpA,mobile,296,Cluster 9484
S1081_Esch_coli_13C1079T_NODE_5_length_156665_cov_168.246708_20,S1081,Esch_coli_13C1079T,gb|ABV18113.1|ARO:3001329|mdtG,non-mobile,11373,Cluster 5846
S1081_Esch_coli_13C1079T_NODE_5_length_156665_cov_168.246708_32,S1081,Esch_coli_13C1079T,gb|AAC74149.2|ARO:3001216|mdtH,mobile,11208,Cluster 7290
S1081_Esch_coli_13C1079T_NODE_513_length_280_cov_9.244444_1,S1081,Esch_coli_13C1079T,gb|CAA77936.1|ARO:3004039|Ecol_emrE,not known,279,Cluster 32258
S1081_Esch_coli_13C1079T_NODE_6_length_140246_cov_188.762160_47,S1081,Esch_coli_13C1079T,gb|ACN32294.1|ARO:3000237|TolC,mobile,11481,Cluster 4762
S1081_Esch_coli_13C1079T_NODE_6_length_140246_cov_188.762160_67,S1081,Esch_coli_13C1079T,gb|AAC76093.1|ARO:3002986|bacA,mobile,10821,Cluster 11443
S1081_Esch_coli_13C1079T_NODE_64_length_18206_cov_159.149358_2,S1081,Esch_coli_13C1079T,gb|BAE77778.1|ARO:3000508|gadX,non-mobile,6255,Cluster 11159
S1081_Esch_coli_13C1079T_NODE_64_length_18206_cov_159.149358_3,S1081,Esch_coli_13C1079T,gb|ANK04027.1|ARO:3003838|gadW,non-mobile,7351,Cluster 12396
S1081_Esch_coli_13C1079T_NODE_64_length_18206_cov_159.149358_5,S1081,Esch_coli_13C1079T,gb|AAC76539.1|ARO:3000796|mdtF,non-mobile,10827,Cluster 958
S1081_Esch_coli_13C1079T_NODE_64_length_18206_cov_159.149358_6,S1081,Esch_coli_13C1079T,gb|BAE77781.1|ARO:3000795|mdtE,non-mobile,11157,Cluster 8684
S1081_Esch_coli_13C1079T_NODE_67_length_17550_cov_219.972106_11,S1081,Esch_coli_13C1079T,gb|WP_063860228.1|ARO:3006874|EC-13,mobile,9667,Cluster 8126
S1081_Esch_coli_13C1079T_NODE_81_length_10093_cov_1789.974696_10,S1081,Esch_coli_13C1079T,gb|CAD09800.1|ARO:3000873|TEM-1,mobile,7375,Cluster 10985
S1081_Esch_coli_13C1079T_NODE_81_length_10093_cov_1789.974696_4,S1081,Esch_coli_13C1079T,gb|BAA03776.1|ARO:3000316|mphA,mobile,8599,Cluster 10709
S1081_Esch_coli_13C1079T_NODE_873_length_234_cov_4.290503_1,S1081,Esch_coli_13C1079T,gb|AAC75733.1|ARO:3000074|emrB,not known,233,Cluster 4596
S1081_Esch_coli_13C1079T_NODE_892_length_232_cov_2.169492_1,S1081,Esch_coli_13C1079T,gb|AAC75733.1|ARO:3000074|emrB,not known,231,Cluster 4262
S1081_Esch_coli_13C1079T_NODE_892_length_232_cov_2.169492_2,S1081,Esch_coli_13C1079T,gb|EHL92831.1|ARO:3004588|Kpne_KpnG,not known,231,Cluster 7914
S1081_Esch_coli_13C1079T_NODE_9_length_114961_cov_149.533097_75,S1081,Esch_coli_13C1079T,gb|BAA15221.2|ARO:3000263|marA,non-mobile,10383,Cluster 18693
S1081_Esch_coli_13C1079T_NODE_990_length_219_cov_3.512195_1,S1081,Esch_coli_13C1079T,gb|CDO13836.1|ARO:3005044|OmpA,mobile,218,Cluster 9506
S1081_Esch_coli_13C1079T_NODE_997_length_218_cov_6.822086_1,S1081,Esch_coli_13C1079T,gb|AIA35096.1|ARO:3005059|LptD,not known,217,Cluster 29297
S1081_Esch_coli_H3_NODE_1_length_120612_cov_68.548263_41,S1081,Esch_coli_H3,gb|AFH35853.1|ARO:3001328|Ecol_mdfA,non-mobile,11232,Cluster 6590
S1081_Esch_coli_H3_NODE_10_length_61903_cov_65.053098_10,S1081,Esch_coli_H3,gb|AAC76093.1|ARO:3002986|bacA,mobile,10821,Cluster 11441
S1081_Esch_coli_H3_NODE_101_length_14043_cov_53.955676_2,S1081,Esch_coli_H3,gb|BAE77933.1|ARO:3000518|CRP,non-mobile,6252,Cluster 13943
S1081_Esch_coli_H3_NODE_107_length_13547_cov_197.908242_12,S1081,Esch_coli_H3,gb|AAN06707.1|ARO:3000165|tet(A),mobile,10466,Cluster 7544
S1081_Esch_coli_H3_NODE_1097_length_234_cov_4.290503_1,S1081,Esch_coli_H3,gb|AAC75733.1|ARO:3000074|emrB,not known,233,Cluster 4596
S1081_Esch_coli_H3_NODE_1120_length_232_cov_2.169492_1,S1081,Esch_coli_H3,gb|AAC75733.1|ARO:3000074|emrB,not known,231,Cluster 4262
S1081_Esch_coli_H3_NODE_1120_length_232_cov_2.169492_2,S1081,Esch_coli_H3,gb|EHL92831.1|ARO:3004588|Kpne_KpnG,not known,231,Cluster 7914
S1081_Esch_coli_H3_NODE_117_length_12603_cov_31.910902_11,S1081,Esch_coli_H3,gb|BAA15221.2|ARO:3000263|marA,mobile,8913,Cluster 18691
S1081_Esch_coli_H3_NODE_118_length_12595_cov_2216.913078_11,S1081,Esch_coli_H3,gb|BAA03776.1|ARO:3000316|mphA,mobile,9631,Cluster 10709
S1081_Esch_coli_H3_NODE_118_length_12595_cov_2216.913078_5,S1081,Esch_coli_H3,gb|CAD09800.1|ARO:3000873|TEM-1,mobile,8845,Cluster 10985
S1081_Esch_coli_H3_NODE_1225_length_219_cov_3.512195_1,S1081,Esch_coli_H3,gb|CDO13836.1|ARO:3005044|OmpA,mobile,218,Cluster 9506
S1081_Esch_coli_H3_NODE_1238_length_218_cov_6.822086_1,S1081,Esch_coli_H3,gb|AIA35096.1|ARO:3005059|LptD,not known,217,Cluster 29297
S1081_Esch_coli_H3_NODE_1266_length_213_cov_1.215190_1,S1081,Esch_coli_H3,gb|AAC75136.1|ARO:3000793|mdtB,not known,212,Cluster 583
S1081_Esch_coli_H3_NODE_1273_length_211_cov_6.044872_1,S1081,Esch_coli_H3,gb|AAC75089.1|ARO:3003577|ugd,not known,210,Cluster 8127
S1081_Esch_coli_H3_NODE_13_length_59543_cov_72.675548_55,S1081,Esch_coli_H3,gb|AAC74149.2|ARO:3001216|mdtH,mobile,9303,Cluster 7287
S1081_Esch_coli_H3_NODE_142_length_8535_cov_40.315920_1,S1081,Esch_coli_H3,gb|AAC73788.1|ARO:3003841|kdpE,non-mobile,5674,Cluster 13071
S1081_Esch_coli_H3_NODE_15_length_58777_cov_81.020572_44,S1081,Esch_coli_H3,gb|BAB38260.1|ARO:3000830|cpxA,non-mobile,11373,Cluster 5640
S1081_Esch_coli_H3_NODE_16_length_57964_cov_67.078969_35,S1081,Esch_coli_H3,gb|AAC73565.1|ARO:3004043|Ecol_acrA,mobile,11193,Cluster 7581
S1081_Esch_coli_H3_NODE_16_length_57964_cov_67.078969_36,S1081,Esch_coli_H3,gb|AAC73564.1|ARO:3000216|acrB,non-mobile,13149,Cluster 318
S1081_Esch_coli_H3_NODE_18_length_56592_cov_76.911226_45,S1081,Esch_coli_H3,gb|AAC76296.1|ARO:3000656|AcrS,mobile,10662,Cluster 13490
S1081_Esch_coli_H3_NODE_18_length_56592_cov_76.911226_46,S1081,Esch_coli_H3,gb|AAC76297.1|ARO:3000499|AcrE,mobile,11157,Cluster 8677
S1081_Esch_coli_H3_NODE_18_length_56592_cov_76.911226_47,S1081,Esch_coli_H3,gb|AAC76298.1|ARO:3000502|AcrF,mobile,13104,Cluster 1815
S1081_Esch_coli_H3_NODE_181_length_4141_cov_291.184288_1,S1081,Esch_coli_H3,gb|AAC23556.1|ARO:3002660|APH(6)-Id,mobile,4140,Cluster 11195
S1081_Esch_coli_H3_NODE_181_length_4141_cov_291.184288_2,S1081,Esch_coli_H3,gb|ABK33456.1|ARO:3002639|APH(3'')-Ib,mobile,4140,Cluster 11177
S1081_Esch_coli_H3_NODE_181_length_4141_cov_291.184288_3,S1081,Esch_coli_H3,gb|AAL59753.1|ARO:3000412|sul2,mobile,4140,Cluster 11650
S1081_Esch_coli_H3_NODE_184_length_3981_cov_107.480897_4,S1081,Esch_coli_H3,gb|AAC75135.2|ARO:3000792|mdtA,not known,3980,Cluster 5908
S1081_Esch_coli_H3_NODE_2_length_85894_cov_59.000116_49,S1081,Esch_coli_H3,gb|BAA11237.1|ARO:3000254|emrY,non-mobile,11538,Cluster 4250
S1081_Esch_coli_H3_NODE_2_length_85894_cov_59.000116_50,S1081,Esch_coli_H3,gb|BAA11236.1|ARO:3000206|emrK,non-mobile,11163,Cluster 8481
S1081_Esch_coli_H3_NODE_2_length_85894_cov_59.000116_51,S1081,Esch_coli_H3,gb|BAB36671.1|ARO:3000832|evgA,non-mobile,10614,Cluster 14263
S1081_Esch_coli_H3_NODE_2_length_85894_cov_59.000116_52,S1081,Esch_coli_H3,gb|AAC75429.1|ARO:3000833|evgS,non-mobile,13593,Cluster 0
S1081_Esch_coli_H3_NODE_22_length_51556_cov_90.842042_21,S1081,Esch_coli_H3,gb|AAC74000.1|ARO:3003950|msbA,mobile,11748,Cluster 3328
S1081_Esch_coli_H3_NODE_254_length_1970_cov_33.366580_1,S1081,Esch_coli_H3,gb|AAC77293.1|ARO:3001214|mdtM,not known,1969,Cluster 6466
S1081_Esch_coli_H3_NODE_258_length_1810_cov_13.862678_4,S1081,Esch_coli_H3,gb|AAC75089.1|ARO:3003577|ugd,not known,1809,Cluster 8331
S1081_Esch_coli_H3_NODE_26_length_47721_cov_82.691436_21,S1081,Esch_coli_H3,gb|BAE77778.1|ARO:3000508|gadX,non-mobile,10824,Cluster 11055
S1081_Esch_coli_H3_NODE_26_length_47721_cov_82.691436_22,S1081,Esch_coli_H3,gb|ANK04027.1|ARO:3003838|gadW,non-mobile,10728,Cluster 12395
S1081_Esch_coli_H3_NODE_26_length_47721_cov_82.691436_24,S1081,Esch_coli_H3,gb|AAC76539.1|ARO:3000796|mdtF,non-mobile,13113,Cluster 1485
S1081_Esch_coli_H3_NODE_26_length_47721_cov_82.691436_25,S1081,Esch_coli_H3,gb|BAE77781.1|ARO:3000795|mdtE,non-mobile,11157,Cluster 8678
S1081_Esch_coli_H3_NODE_28_length_43475_cov_65.653040_14,S1081,Esch_coli_H3,gb|BAA16344.1|ARO:3000491|acrD,non-mobile,13113,Cluster 1486
S1081_Esch_coli_H3_NODE_291_length_1287_cov_51.038961_2,S1081,Esch_coli_H3,gb|AHV80711.1|ARO:3002863|dfrA8,not known,1286,Cluster 15884
S1081_Esch_coli_H3_NODE_34_length_36220_cov_89.044048_21,S1081,Esch_coli_H3,gb|BAE78116.1|ARO:3003576|eptA,non-mobile,11643,Cluster 4044
S1081_Esch_coli_H3_NODE_37_length_35448_cov_58.016161_1,S1081,Esch_coli_H3,gb|AAC75135.2|ARO:3000792|mdtA,non-mobile,5236,Cluster 5594
S1081_Esch_coli_H3_NODE_37_length_35448_cov_58.016161_2,S1081,Esch_coli_H3,gb|AAC75136.1|ARO:3000793|mdtB,non-mobile,8358,Cluster 650
S1081_Esch_coli_H3_NODE_37_length_35448_cov_58.016161_3,S1081,Esch_coli_H3,gb|AAC75137.1|ARO:3000794|mdtC,non-mobile,11436,Cluster 1863
S1081_Esch_coli_H3_NODE_37_length_35448_cov_58.016161_5,S1081,Esch_coli_H3,gb|BAA15934.1|ARO:3000829|baeS,non-mobile,11403,Cluster 5364
S1081_Esch_coli_H3_NODE_37_length_35448_cov_58.016161_6,S1081,Esch_coli_H3,gb|BAA15935.1|ARO:3000828|baeR,non-mobile,10722,Cluster 11905
S1081_Esch_coli_H3_NODE_39_length_32804_cov_68.086293_33,S1081,Esch_coli_H3,gb|AAC75271.1|ARO:3003952|YojI,non-mobile,5415,Cluster 3694
S1081_Esch_coli_H3_NODE_419_length_588_cov_6.711069_1,S1081,Esch_coli_H3,gb|AAC75089.1|ARO:3003577|ugd,not known,587,Cluster 8331
S1081_Esch_coli_H3_NODE_46_length_29792_cov_37.008844_26,S1081,Esch_coli_H3,gb|BAE78084.1|ARO:3003548|mdtN,non-mobile,11031,Cluster 9704
S1081_Esch_coli_H3_NODE_46_length_29792_cov_37.008844_27,S1081,Esch_coli_H3,gb|BAE78083.1|ARO:3003549|mdtO,non-mobile,11867,Cluster 2773
S1081_Esch_coli_H3_NODE_46_length_29792_cov_37.008844_28,S1081,Esch_coli_H3,gb|BAE78082.1|ARO:3003550|mdtP,non-mobile,9819,Cluster 5187
S1081_Esch_coli_H3_NODE_488_length_471_cov_13.300481_1,S1081,Esch_coli_H3,gb|BAE77933.1|ARO:3000518|CRP,not known,470,Cluster 13950
S1081_Esch_coli_H3_NODE_49_length_29100_cov_54.716681_1,S1081,Esch_coli_H3,gb|AAC75271.1|ARO:3003952|YojI,mobile,6220,Cluster 3694
S1081_Esch_coli_H3_NODE_53_length_27912_cov_68.467854_11,S1081,Esch_coli_H3,gb|AAC77110.1|ARO:3004290|Ecol_ampC_BLA,mobile,11166,Cluster 8120
S1081_Esch_coli_H3_NODE_54_length_27878_cov_96.300722_7,S1081,Esch_coli_H3,gb|BAB35162.1|ARO:3000676|H-NS,mobile,10413,Cluster 17810
S1081_Esch_coli_H3_NODE_584_length_382_cov_7.085627_1,S1081,Esch_coli_H3,gb|CAC41008.1|ARO:3004041|Kpne_acrA,not known,381,Cluster 7588
S1081_Esch_coli_H3_NODE_700_length_297_cov_6.520661_1,S1081,Esch_coli_H3,gb|CDO13836.1|ARO:3005044|OmpA,mobile,296,Cluster 9484
S1081_Esch_coli_H3_NODE_76_length_19861_cov_120.564728_10,S1081,Esch_coli_H3,gb|CAA77936.1|ARO:3004039|Ecol_emrE,non-mobile,10332,Cluster 20653
